Gene_ID	Symbol	Synonyms	Chromosome	Gene_Name	Source
54843	SYTL2	FLJ20163|FLJ21219|KIAA1597|exophilin-4|CHR11SYT|SLP2|SGA72M|MGC102768|PPP1R151	11	synaptotagmin like 2	HGNC_protein_coding
94120	SYTL3	SLP3|exophilin-6	6	synaptotagmin like 3	HGNC_protein_coding
94121	SYTL4	SLP4	X	synaptotagmin like 4	HGNC_protein_coding
94122	SYTL5	slp5	X	synaptotagmin like 5	HGNC_protein_coding
84447	SYVN1	HRD1|DER3	11	synoviolin 1	HGNC_protein_coding
26099	SZRD1	DKFZp566C0424	1	SUZ RNA binding domain containing 1	HGNC_protein_coding
23334	SZT2	FLJ10387|SZT2B|RP11-506B15.1|FLJ34502|SZT2A	1	SZT2 subunit of KICSTOR complex	HGNC_protein_coding
134864	TAAR1	TAR1|TA1	6	trace amine associated receptor 1	HGNC_protein_coding
9287	TAAR2	GPR58|taR-2	6	trace amine associated receptor 2	HGNC_protein_coding
9038	TAAR5	PNR	6	trace amine associated receptor 5	HGNC_protein_coding
319100	TAAR6	TA4	6	trace amine associated receptor 6	HGNC_protein_coding
83551	TAAR8	TA5|TAR5	6	trace amine associated receptor 8	HGNC_protein_coding
134860	TAAR9	TA3|TAR3	6	trace amine associated receptor 9	HGNC_protein_coding
10454	TAB1	3'-Tab1|MAP3K7IP1	22	TGF-beta activated kinase 1 (MAP3K7) binding protein 1	HGNC_protein_coding
23118	TAB2	KIAA0733	6	TGF-beta activated kinase 1 (MAP3K7) binding protein 2	HGNC_protein_coding
257397	TAB3	MAP3K7IP3|NAP1	X	TGF-beta activated kinase 1 (MAP3K7) binding protein 3	HGNC_protein_coding
6863	TAC1	NPK	7	tachykinin precursor 1	HGNC_protein_coding
6866	TAC3	ZNEUROK1|NKB|NK3|LncZBTB39-1:2|LncZBTB39	12	tachykinin precursor 3	HGNC_protein_coding
255061	TAC4	HK-1|Pptc|PPT-C	17	tachykinin precursor 4	HGNC_protein_coding
6867	TACC1	Ga55	8	transforming acidic coiled-coil containing protein 1	HGNC_protein_coding
10579	TACC2	AZU-1|ECTACC	10	transforming acidic coiled-coil containing protein 2	HGNC_protein_coding
10460	TACC3	ERIC1|ERIC-1|maskin|Tacc4	4	transforming acidic coiled-coil containing protein 3	HGNC_protein_coding
51204	TACO1	CCDC44|MC4DN8	17	translational activator of cytochrome c oxidase I	HGNC_protein_coding
6869	TACR1	SPR|NK1R|NKIR	2	tachykinin receptor 1	HGNC_protein_coding
6865	TACR2	SKR|NK2R	10	tachykinin receptor 2	HGNC_protein_coding
6870	TACR3	NK3R|NKR|TAC3R	4	tachykinin receptor 3	HGNC_protein_coding
4070	TACSTD2	TROP2|GA733-1|EGP-1	1	tumor associated calcium signal transducer 2	HGNC_protein_coding
117143	TADA1	STAF42|ADA1|hADA1|HFI1	1	transcriptional adaptor 1	HGNC_protein_coding
6871	TADA2A	ADA2|hADA2|ADA2A	17	transcriptional adaptor 2A	HGNC_protein_coding
93624	TADA2B	MGC21874	4	transcriptional adaptor 2B	HGNC_protein_coding
10474	TADA3	FLJ20221|FLJ21329|ADA3|hADA3|NGG1	3	transcriptional adaptor 3	HGNC_protein_coding
6872	TAF1	NSCL2|TAFII250|KAT4|DYT3/TAF1	X	TATA-box binding protein associated factor 1	HGNC_protein_coding
9015	TAF1A	TAFI48|SL1	1	TATA-box binding protein associated factor, RNA polymerase I subunit A	HGNC_protein_coding
9014	TAF1B	TAFI63|SL1|RAF1B|RAFI63	2	TATA-box binding protein associated factor, RNA polymerase I subunit B	HGNC_protein_coding
9013	TAF1C	TAFI110|TAFI95|SL1|MGC:39976	16	TATA-box binding protein associated factor, RNA polymerase I subunit C	HGNC_protein_coding
79101	TAF1D	MGC5306|TAF(I)41	11	TATA-box binding protein associated factor, RNA polymerase I subunit D	HGNC_protein_coding
138474	TAF1L	TAF(II)210|TAF2A2	9	TATA-box binding protein associated factor 1 like	HGNC_protein_coding
6873	TAF2	TAFII150|CIF150	8	TATA-box binding protein associated factor 2	HGNC_protein_coding
83860	TAF3	TAF140|TAFII140	10	TATA-box binding protein associated factor 3	HGNC_protein_coding
6874	TAF4	TAFII130|TAFII135	20	TATA-box binding protein associated factor 4	HGNC_protein_coding
6875	TAF4B	TAFII105	18	TATA-box binding protein associated factor 4b	HGNC_protein_coding
6877	TAF5	TAFII100	10	TATA-box binding protein associated factor 5	HGNC_protein_coding
27097	TAF5L	PAF65B	1	TATA-box binding protein associated factor 5 like	HGNC_protein_coding
6878	TAF6	TAFII70|TAFII80|MGC:8964|TAFII85	7	TATA-box binding protein associated factor 6	HGNC_protein_coding
10629	TAF6L	PAF65A	11	TATA-box binding protein associated factor 6 like	HGNC_protein_coding
6879	TAF7	TAFII55	5	TATA-box binding protein associated factor 7	HGNC_protein_coding
54457	TAF7L	CT40	X	TATA-box binding protein associated factor 7 like	HGNC_protein_coding
129685	TAF8	FLJ32821|TAF(II)43	6	TATA-box binding protein associated factor 8	HGNC_protein_coding
6880	TAF9	TAFII31|TAFII32|TAFIID32|MGC5067|CGI-137|MGC1603|MGC3647|AD-004	5	TATA-box binding protein associated factor 9	HGNC_protein_coding
51616	TAF9B	TAFII31L|DN-7|DN7|TFIID-31	X	TATA-box binding protein associated factor 9b	HGNC_protein_coding
6881	TAF10	TAFII30	11	TATA-box binding protein associated factor 10	HGNC_protein_coding
6882	TAF11	TAFII28	6	TATA-box binding protein associated factor 11	HGNC_protein_coding
6883	TAF12	TAFII20	1	TATA-box binding protein associated factor 12	HGNC_protein_coding
6884	TAF13	TAFII18	1	TATA-box binding protein associated factor 13	HGNC_protein_coding
8148	TAF15	hTAFII68|RBP56|Npl3	17	TATA-box binding protein associated factor 15	HGNC_protein_coding
407738	TAFA1	TAFA-1	3	TAFA chemokine like family member 1	HGNC_protein_coding
338811	TAFA2	TAFA-2	12	TAFA chemokine like family member 2	HGNC_protein_coding
284467	TAFA3	TAFA-3	1	TAFA chemokine like family member 3	HGNC_protein_coding
151647	TAFA4	TAFA-4	3	TAFA chemokine like family member 4	HGNC_protein_coding
25817	TAFA5	TAFA-5	22	TAFA chemokine like family member 5	HGNC_protein_coding
117289	TAGAP	FLJ32631|IDDM21|ARHGAP47	6	T cell activation RhoGTPase activating protein	HGNC_protein_coding
6876	TAGLN	SM22|WS3-10|TAGLN1|SMCC|DKFZp686P11128	11	transgelin	HGNC_protein_coding
8407	TAGLN2	KIAA0120|HA1756	1	transgelin 2	HGNC_protein_coding
29114	TAGLN3	NP25|NP22	3	transgelin 3	HGNC_protein_coding
6886	TAL1	SCL|bHLHa17	1	TAL bHLH transcription factor 1, erythroid differentiation factor	HGNC_protein_coding
6887	TAL2	bHLHa19	9	TAL bHLH transcription factor 2	HGNC_protein_coding
6888	TALDO1	TAL|TAL-H|TALDOR|TALH	11	transaldolase 1	HGNC_protein_coding
160622	TAMALIN	GRASP	12	trafficking regulator and scaffold protein tamalin	HGNC_protein_coding
132001	TAMM41	MGC16471|DKFZp434E0519	3	TAM41 mitochondrial translocator assembly and maintenance homolog	HGNC_protein_coding
85461	TANC1	KIAA1728|ROLSB	2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	HGNC_protein_coding
26115	TANC2	DKFZP564D166|FLJ10215|FLJ11824|KIAA1148|KIAA1636|rols|ROLSA	17	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	HGNC_protein_coding
128989	TANGO2	DKFZp761P1121	22	transport and golgi organization 2 homolog	HGNC_protein_coding
79613	TANGO6	FLJ12688|KIAA1746	16	transport and golgi organization 6 homolog	HGNC_protein_coding
10010	TANK	I-TRAF	2	TRAF family member associated NFKB activator	HGNC_protein_coding
57551	TAOK1	KIAA1361|MARKK|PSK2|MAP3K16|FLJ14314|TAO1	17	TAO kinase 1	HGNC_protein_coding
9344	TAOK2	TAO1|KIAA0881|PSK|PSK1|TAO2|MAP3K17	16	TAO kinase 2	HGNC_protein_coding
51347	TAOK3	JIK|DPK|MAP3K18	12	TAO kinase 3	HGNC_protein_coding
6890	TAP1	PSF1|RING4|D6S114E	6	transporter 1, ATP binding cassette subfamily B member	HGNC_protein_coding
6891	TAP2	PSF2|RING11|D6S217E	6	transporter 2, ATP binding cassette subfamily B member	HGNC_protein_coding
6892	TAPBP	TAPA	6	TAP binding protein	HGNC_protein_coding
55080	TAPBPL	TAPBP-R|FLJ10143|TAPBPR	12	TAP binding protein like	HGNC_protein_coding
202018	TAPT1	FLJ90013	4	transmembrane anterior posterior transformation 1	HGNC_protein_coding
6894	TARBP1	TRP-185|TRM3|TRMT3	1	TAR (HIV-1) RNA binding protein 1	HGNC_protein_coding
6895	TARBP2	Trbp	12	TARBP2 subunit of RISC loading complex	HGNC_protein_coding
23435	TARDBP	TDP-43|ALS10	1	TAR DNA binding protein	HGNC_protein_coding
441864	TARM1	OLT-2	19	T cell-interacting, activating receptor on myeloid cells 1	HGNC_protein_coding
6897	TARS1	TARS|TTD7|ThrRS	5	threonyl-tRNA synthetase 1	HGNC_protein_coding
80222	TARS2	FLJ12528	1	threonyl-tRNA synthetase 2, mitochondrial	HGNC_protein_coding
123283	TARS3	FLJ25005|ThrRS-L	15	threonyl-tRNA synthetase 3	HGNC_protein_coding
80835	TAS1R1	T1R1|TR1	1	taste 1 receptor member 1	HGNC_protein_coding
80834	TAS1R2	T1R2|TR2	1	taste 1 receptor member 2	HGNC_protein_coding
83756	TAS1R3	T1R3	1	taste 1 receptor member 3	HGNC_protein_coding
50834	TAS2R1	T2R1|TRB7	5	taste 2 receptor member 1	HGNC_protein_coding
50831	TAS2R3	T2R3	7	taste 2 receptor member 3	HGNC_protein_coding
50832	TAS2R4	T2R4	7	taste 2 receptor member 4	HGNC_protein_coding
54429	TAS2R5	T2R5	7	taste 2 receptor member 5	HGNC_protein_coding
50837	TAS2R7	T2R7|TRB4	12	taste 2 receptor member 7	HGNC_protein_coding
50836	TAS2R8	T2R8|TRB5	12	taste 2 receptor member 8	HGNC_protein_coding
50835	TAS2R9	T2R9|TRB6	12	taste 2 receptor member 9	HGNC_protein_coding
50839	TAS2R10	T2R10|TRB2	12	taste 2 receptor member 10	HGNC_protein_coding
50838	TAS2R13	T2R13|TRB3	12	taste 2 receptor member 13	HGNC_protein_coding
50840	TAS2R14	T2R14|TRB1	12	taste 2 receptor member 14	HGNC_protein_coding
50833	TAS2R16	T2R16	7	taste 2 receptor member 16	HGNC_protein_coding
259294	TAS2R19	T2R19|T2R23	12	taste 2 receptor member 19	HGNC_protein_coding
259295	TAS2R20	T2R20|T2R56	12	taste 2 receptor member 20	HGNC_protein_coding
259293	TAS2R30	T2R30	12	taste 2 receptor member 30	HGNC_protein_coding
259290	TAS2R31	T2R31|T2R53	12	taste 2 receptor member 31	HGNC_protein_coding
266665	TAS2R33	T2R33	12 not on reference assembly	taste 2 receptor member 33	HGNC_protein_coding
266666	TAS2R36	T2R36	12 not on reference assembly	taste 2 receptor member 36	HGNC_protein_coding
5726	TAS2R38	T2R61	7	taste 2 receptor member 38	HGNC_protein_coding
259285	TAS2R39	T2R39|T2R57	7	taste 2 receptor member 39	HGNC_protein_coding
259286	TAS2R40		7	taste 2 receptor member 40	HGNC_protein_coding
259287	TAS2R41	T2R59	7	taste 2 receptor member 41	HGNC_protein_coding
353164	TAS2R42	T2R24|T2R55|hT2R55|TAS2R55	12	taste 2 receptor member 42	HGNC_protein_coding
259289	TAS2R43	T2R52	12	taste 2 receptor member 43	HGNC_protein_coding
259292	TAS2R46	T2R54	12	taste 2 receptor member 46	HGNC_protein_coding
259296	TAS2R50	T2R51	12	taste 2 receptor member 50	HGNC_protein_coding
338398	TAS2R60	T2R60	7	taste 2 receptor member 60	HGNC_protein_coding
80231	TASL	FLJ11577	X	TLR adaptor interacting with endolysosomal SLC15A4	HGNC_protein_coding
23272	TASOR	se89-1|RAP140|KIAA1105|TASOR1	3	transcription activation suppressor	HGNC_protein_coding
54906	TASOR2	FLJ20360|bA318E3.2|KIAA2006	10	transcription activation suppressor family member 2	HGNC_protein_coding
55617	TASP1	FLJ20212|dJ585I14.2	20	taspase 1	HGNC_protein_coding
6898	TAT	-	16	tyrosine aminotransferase	HGNC_protein_coding
83940	TATDN1	CDA11	8	TatD DNase domain containing 1	HGNC_protein_coding
9797	TATDN2	KIAA0218	3	TatD DNase domain containing 2	HGNC_protein_coding
128387	TATDN3	-	1	TatD DNase domain containing 3	HGNC_protein_coding
8887	TAX1BP1	TXBP151|CALCOCO3	7	Tax1 binding protein 1	HGNC_protein_coding
30851	TAX1BP3	TIP-1	17	Tax1 binding protein 3	HGNC_protein_coding
6901	TAZ	BTHS|XAP-2|G4.5|TAZ1	X	tafazzin	HGNC_protein_coding
219793	TBATA	FLJ32820|spatial	10	thymus, brain and testes associated	HGNC_protein_coding
23216	TBC1D1	TBC|TBC1|KIAA1108	4	TBC1 domain family member 1	HGNC_protein_coding
55357	TBC1D2	PARIS1|TBC1D2A|Armus	9	TBC1 domain family member 2	HGNC_protein_coding
23102	TBC1D2B	KIAA1055	15	TBC1 domain family member 2B	HGNC_protein_coding
729873	TBC1D3	TBC1D3A|DKFZp434P2235|PRC17	17	TBC1 domain family member 3	HGNC_protein_coding
414059	TBC1D3B	PRC17	17	TBC1 domain family member 3B	HGNC_protein_coding
414060	TBC1D3C	MGC44903	17	TBC1 domain family member 3C	HGNC_protein_coding
101060389	TBC1D3D		17	TBC1 domain family member 3D	HGNC_protein_coding
102723859	TBC1D3E		17	TBC1 domain family member 3E	HGNC_protein_coding
84218	TBC1D3F		17	TBC1 domain family member 3F	HGNC_protein_coding
101060321	TBC1D3G		17	TBC1 domain family member 3G	HGNC_protein_coding
729877	TBC1D3H		17	TBC1 domain family member 3H	HGNC_protein_coding
102724862	TBC1D3I		17	TBC1 domain family member 3I	HGNC_protein_coding
101060351	TBC1D3K		17	TBC1 domain family member 3K	HGNC_protein_coding
101060376	TBC1D3L		17	TBC1 domain family member 3L	HGNC_protein_coding
9882	TBC1D4	KIAA0603|AS160|DKFZp779C0666	13	TBC1 domain family member 4	HGNC_protein_coding
9779	TBC1D5	KIAA0210	3	TBC1 domain family member 5	HGNC_protein_coding
51256	TBC1D7	dJ257A7.3|FLJ32666	6	TBC1 domain family member 7	HGNC_protein_coding
11138	TBC1D8	HBLP1|VRP|AD3|GRAMD8	2	TBC1 domain family member 8	HGNC_protein_coding
54885	TBC1D8B	FLJ20298|RP11-321G1.1|GRAMD8B	X	TBC1 domain family member 8B	HGNC_protein_coding
23158	TBC1D9	KIAA0882|MDR1|GRAMD9	4	TBC1 domain family member 9	HGNC_protein_coding
23061	TBC1D9B	KIAA0676|GRAMD9B	5	TBC1 domain family member 9B	HGNC_protein_coding
83874	TBC1D10A	EPI64|AC004997.C22.2	22	TBC1 domain family member 10A	HGNC_protein_coding
26000	TBC1D10B	DKFZP434P1750|Rab27A-GAPbeta|FLJ13130|EPI64B	16	TBC1 domain family member 10B	HGNC_protein_coding
374403	TBC1D10C	FLJ00332|Carabin|EPI64C	11	TBC1 domain family member 10C	HGNC_protein_coding
23232	TBC1D12	KIAA0608	10	TBC1 domain family member 12	HGNC_protein_coding
54662	TBC1D13	FLJ10743	9	TBC1 domain family member 13	HGNC_protein_coding
57533	TBC1D14	KIAA1322	4	TBC1 domain family member 14	HGNC_protein_coding
64786	TBC1D15	FLJ12085|DKFZp761D0223	12	TBC1 domain family member 15	HGNC_protein_coding
125058	TBC1D16	MGC25062|FLJ20748	17	TBC1 domain family member 16	HGNC_protein_coding
79735	TBC1D17	FLJ12168	19	TBC1 domain family member 17	HGNC_protein_coding
55296	TBC1D19	FLJ11082	4	TBC1 domain family member 19	HGNC_protein_coding
128637	TBC1D20	dJ852M4.2	20	TBC1 domain family member 20	HGNC_protein_coding
161514	TBC1D21	MGC34741|MgcRabGAP	15	TBC1 domain family member 21	HGNC_protein_coding
25771	TBC1D22A	C22orf4|HSC79E021	22	TBC1 domain family member 22A	HGNC_protein_coding
55633	TBC1D22B	FLJ20337|dJ744I24.2	6	TBC1 domain family member 22B	HGNC_protein_coding
55773	TBC1D23	FLJ11046	3	TBC1 domain family member 23	HGNC_protein_coding
57465	TBC1D24	KIAA1171|TLDC6|DFNA65	16	TBC1 domain family member 24	HGNC_protein_coding
4943	TBC1D25	MG81|OATL1	X	TBC1 domain family member 25	HGNC_protein_coding
353149	TBC1D26	MGC51025	17	TBC1 domain family member 26	HGNC_protein_coding
254272	TBC1D28	FLJ40244	17	TBC1 domain family member 28	HGNC_protein_coding
23329	TBC1D30	KIAA0984	12	TBC1 domain family member 30	HGNC_protein_coding
93594	TBC1D31	MGC21654|Gm85	8	TBC1 domain family member 31	HGNC_protein_coding
221322	TBC1D32	FLJ30899|dJ310J6.1|FLJ34235|bA57L9.1|BROMI	6	TBC1 domain family member 32	HGNC_protein_coding
6902	TBCA	-	5	tubulin folding cofactor A	HGNC_protein_coding
1155	TBCB	CG22|CKAPI	19	tubulin folding cofactor B	HGNC_protein_coding
6903	TBCC	CFC	6	tubulin folding cofactor C	HGNC_protein_coding
55171	TBCCD1	FLJ10560	3	TBCC domain containing 1	HGNC_protein_coding
6904	TBCD	PEBAT|SSD-1|tfcD	17	tubulin folding cofactor D	HGNC_protein_coding
6905	TBCE	KCS1|pac2	1	tubulin folding cofactor E	HGNC_protein_coding
219899	TBCEL	MGC10233	11	tubulin folding cofactor E like	HGNC_protein_coding
93627	TBCK	MGC16169|HSPC302	4	TBC1 domain containing kinase	HGNC_protein_coding
29110	TBK1	NAK	12	TANK binding kinase 1	HGNC_protein_coding
9755	TBKBP1	ProSAPiP2|KIAA0775	17	TBK1 binding protein 1	HGNC_protein_coding
6907	TBL1X	EBI	X	transducin beta like 1 X-linked	HGNC_protein_coding
79718	TBL1XR1	IRA1|FLJ12894|TBLR1|C21|DC42	3	TBL1X receptor 1	HGNC_protein_coding
90665	TBL1Y	TBL1	Y	transducin beta like 1 Y-linked	HGNC_protein_coding
26608	TBL2	WS-betaTRP|WBSCR13|DKFZP43N024	7	transducin beta like 2	HGNC_protein_coding
10607	TBL3	SAZD|UTP13	16	transducin beta like 3	HGNC_protein_coding
6908	TBP	TFIID	6	TATA-box binding protein	HGNC_protein_coding
9519	TBPL1	TLP|STUD|TRF2|TLF	6	TATA-box binding protein like 1	HGNC_protein_coding
387332	TBPL2	TRF3|TBP2	14	TATA-box binding protein like 2	HGNC_protein_coding
10716	TBR1	IDDAS|TBR-1|TES-56	2	T-box brain transcription factor 1	HGNC_protein_coding
84897	TBRG1	FLJ14621|TB-5|NIAM	11	transforming growth factor beta regulator 1	HGNC_protein_coding
9238	TBRG4	Cpr2|KIAA0948|H_TD2522F11.8|FASTKD4	7	transforming growth factor beta regulator 4	HGNC_protein_coding
6899	TBX1	CATCH22	22	T-box transcription factor 1	HGNC_protein_coding
6909	TBX2	VETD	17	T-box transcription factor 2	HGNC_protein_coding
6926	TBX3	TBX3-ISO|XHL	12	T-box transcription factor 3	HGNC_protein_coding
9496	TBX4	ICPPS|PAPPAS|SPS	17	T-box transcription factor 4	HGNC_protein_coding
6910	TBX5	HOS	12	T-box transcription factor 5	HGNC_protein_coding
6911	TBX6	SCDO5	16	T-box transcription factor 6	HGNC_protein_coding
347853	TBX10	TBX13	11	T-box transcription factor 10	HGNC_protein_coding
6913	TBX15	TBX14	1	T-box transcription factor 15	HGNC_protein_coding
9096	TBX18	CAKUT2	6	T-box transcription factor 18	HGNC_protein_coding
9095	TBX19	dj747L4.1|TPIT	1	T-box transcription factor 19	HGNC_protein_coding
57057	TBX20	ASD4	7	T-box transcription factor 20	HGNC_protein_coding
30009	TBX21	TBLYM|T-bet	17	T-box transcription factor 21	HGNC_protein_coding
50945	TBX22	ABERS|CLPA|CPX|TBXX|dJ795G23.1	X	T-box transcription factor 22	HGNC_protein_coding
6915	TBXA2R	BDPLT13|TXA2-R	19	thromboxane A2 receptor	HGNC_protein_coding
6916	TBXAS1	CYP5|CYP5A1|THAS|TXS|TXAS|TS	7	thromboxane A synthase 1	HGNC_protein_coding
6862	TBXT	SAVA|T|TFT	6	T-box transcription factor T	HGNC_protein_coding
123036	TC2N	FLJ36557|Tac2-N|C2CD1	14	tandem C2 domains, nuclear	HGNC_protein_coding
9747	TCAF1	KIAA0738	7	TRPM8 channel associated factor 1	HGNC_protein_coding
285966	TCAF2	FLJ40722|GATD9	7	TRPM8 channel associated factor 2	HGNC_protein_coding
285343	TCAIM	DKFZp313N0621|TOAG-1	3	T cell activation inhibitor, mitochondrial	HGNC_protein_coding
8557	TCAP	T-cap|TELE|telethonin|CMD1N	17	titin-cap	HGNC_protein_coding
6917	TCEA1	SII|TF2S|TFIIS	8	transcription elongation factor A1	HGNC_protein_coding
6919	TCEA2	TFIIS	20	transcription elongation factor A2	HGNC_protein_coding
6920	TCEA3	TFIIS.H	1	transcription elongation factor A3	HGNC_protein_coding
9338	TCEAL1	p21|pp21|SIIR|P21|WEX9	X	transcription elongation factor A like 1	HGNC_protein_coding
140597	TCEAL2	my048|MY0876G05|WEX1	X	transcription elongation factor A like 2	HGNC_protein_coding
85012	TCEAL3	MGC15737|WEX8	X	transcription elongation factor A like 3	HGNC_protein_coding
79921	TCEAL4	FLJ21174|WEX7	X	transcription elongation factor A like 4	HGNC_protein_coding
340543	TCEAL5	WEX4	X	transcription elongation factor A like 5	HGNC_protein_coding
158931	TCEAL6	WEX2	X	transcription elongation factor A like 6	HGNC_protein_coding
56849	TCEAL7	MGC23947|WEX5	X	transcription elongation factor A like 7	HGNC_protein_coding
90843	TCEAL8	MGC45400|WEX3	X	transcription elongation factor A like 8	HGNC_protein_coding
51186	TCEAL9	DKFZp313K1940|WEX6	X	transcription elongation factor A like 9	HGNC_protein_coding
170082	TCEANC	MGC17403	X	transcription elongation factor A N-terminal and central domain containing	HGNC_protein_coding
127428	TCEANC2	FLJ32112	1	transcription elongation factor A N-terminal and central domain containing 2	HGNC_protein_coding
10915	TCERG1	CA150|Urn1	5	transcription elongation regulator 1	HGNC_protein_coding
256536	TCERG1L	FLJ38950	10	transcription elongation regulator 1 like	HGNC_protein_coding
6929	TCF3	E2A|ITF1|MGC129647|MGC129648|bHLHb21|VDIR|E47|p75	19	transcription factor 3	HGNC_protein_coding
6925	TCF4	SEF2-1B|ITF2|bHLHb19|E2-2	18	transcription factor 4	HGNC_protein_coding
6932	TCF7	TCF-1	5	transcription factor 7	HGNC_protein_coding
83439	TCF7L1	TCF-3|TCF3	2	transcription factor 7 like 1	HGNC_protein_coding
6934	TCF7L2	TCF-4	10	transcription factor 7 like 2	HGNC_protein_coding
6938	TCF12	HEB|HTF4|HsT17266|bHLHb20|p64	15	transcription factor 12	HGNC_protein_coding
6939	TCF15	EC2|PARAXIS|bHLHa40	20	transcription factor 15	HGNC_protein_coding
6941	TCF19	SC1	6	transcription factor 19	HGNC_protein_coding
6942	TCF20	AR1|SPBP	22	transcription factor 20	HGNC_protein_coding
6943	TCF21	POD1|bHLHa23	6	transcription factor 21	HGNC_protein_coding
150921	TCF23	OUT|bHLHa24	2	transcription factor 23	HGNC_protein_coding
100129654	TCF24	bHLHa25	8	transcription factor 24	HGNC_protein_coding
22980	TCF25	Nulp1|KIAA1049	16	transcription factor 25	HGNC_protein_coding
10732	TCFL5	Figlb|E2BP-1|CHA|bHLHe82	20	transcription factor like 5	HGNC_protein_coding
7062	TCHH	THH|THL|TRHY|UHS3	1	trichohyalin	HGNC_protein_coding
126637	TCHHL1	S100A17|THHL1	1	trichohyalin like 1	HGNC_protein_coding
84260	TCHP	MGC10854|TpMs	12	trichoplein keratin filament binding	HGNC_protein_coding
56892	TCIM	TC-1|hTC-1|TC1	8	transcriptional and immune response regulator	HGNC_protein_coding
10312	TCIRG1	TIRC7|OC-116|OC116|ATP6N1C|Atp6i|a3|ATP6V0A3	11	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3	HGNC_protein_coding
8115	TCL1A	TCL1	14	TCL1 family AKT coactivator A	HGNC_protein_coding
9623	TCL1B	TML1	14	TCL1 family AKT coactivator B	HGNC_protein_coding
6947	TCN1	TCI|TC1	11	transcobalamin 1	HGNC_protein_coding
6948	TCN2	D22S676|D22S750|TC2	22	transcobalamin 2	HGNC_protein_coding
6949	TCOF1	treacle|TCS	5	treacle ribosome biogenesis factor 1	HGNC_protein_coding
6950	TCP1	D6S230E|CCT1|Ccta	6	t-complex 1	HGNC_protein_coding
140290	TCP10L	PRED77	21	t-complex 10 like	HGNC_protein_coding
6954	TCP11	KIAA0229|FPPR	6	t-complex 11	HGNC_protein_coding
55346	TCP11L1	FLJ11336	11	t-complex 11 like 1	HGNC_protein_coding
255394	TCP11L2	MGC40368	12	t-complex 11 like 2	HGNC_protein_coding
100996631	TCP11X1		X	t-complex 11 family, X-linked 1	HGNC_protein_coding
100996648	TCP11X2		X	t-complex 11 family, X-linked 2	HGNC_protein_coding
6988	TCTA	-	3	T cell leukemia translocation altered	HGNC_protein_coding
202500	TCTE1	D6S46|MGC33600|FAP155|DRC5	6	t-complex-associated-testis-expressed 1	HGNC_protein_coding
79600	TCTN1	FLJ21127|TECT1|JBTS13	12	tectonic family member 1	HGNC_protein_coding
79867	TCTN2	FLJ12975|TECT2|MKS8|JBTS24	12	tectonic family member 2	HGNC_protein_coding
26123	TCTN3	DKFZP564D116|TECT3|JBTS18	10	tectonic family member 3	HGNC_protein_coding
6996	TDG	hTDG	12	thymine DNA glycosylase	HGNC_protein_coding
6997	TDGF1	CRIPTO|CR|Cripto-1|CR-1	3	teratocarcinoma-derived growth factor 1	HGNC_protein_coding
6999	TDO2	TDO|TPH2	4	tryptophan 2,3-dioxygenase	HGNC_protein_coding
55775	TDP1	FLJ11090|SCAN1	14	tyrosyl-DNA phosphodiesterase 1	HGNC_protein_coding
51567	TDP2	AD022|EAP2|EAPII|TTRAP|dJ30M3.3|hTDP2	6	tyrosyl-DNA phosphodiesterase 2	HGNC_protein_coding
56165	TDRD1	CT41.1	10	tudor domain containing 1	HGNC_protein_coding
81550	TDRD3	FLJ21007	13	tudor domain containing 3	HGNC_protein_coding
163589	TDRD5	FLJ34823|TUDOR3	1	tudor domain containing 5	HGNC_protein_coding
221400	TDRD6	NY-CO-45|bA446F17.4|CT41.2|SPATA36	6	tudor domain containing 6	HGNC_protein_coding
23424	TDRD7	PCTAIRE2BP	9	tudor domain containing 7	HGNC_protein_coding
122402	TDRD9	DKFZp434N0820|FLJ36164|NET54	14	tudor domain containing 9	HGNC_protein_coding
126668	TDRD10	DKFZp434M202	1	tudor domain containing 10	HGNC_protein_coding
91646	TDRD12	ECAT8|FLJ13072	19	tudor domain containing 12	HGNC_protein_coding
100129278	TDRD15	-	2	tudor domain containing 15	HGNC_protein_coding
11022	TDRKH	TDRD2	1	tudor and KH domain containing	HGNC_protein_coding
157695	TDRP	INM01|TDRP1|TDRP2	8	testis development related protein	HGNC_protein_coding
7003	TEAD1	TEF-1	11	TEA domain transcription factor 1	HGNC_protein_coding
8463	TEAD2	TEF-4|ETF|TEF4	19	TEA domain transcription factor 2	HGNC_protein_coding
7005	TEAD3	TEF-5|ETFR-1	6	TEA domain transcription factor 3	HGNC_protein_coding
7004	TEAD4	TEF-3|TEFR-1|EFTR-2|RTEF-1	12	TEA domain transcription factor 4	HGNC_protein_coding
7006	TEC	PSCTK4	4	tec protein tyrosine kinase	HGNC_protein_coding
25851	TECPR1	DKFZP434B0335|FLJ23419|FLJ90593|KIAA1358	7	tectonin beta-propeller repeat containing 1	HGNC_protein_coding
9895	TECPR2	KIAA0329|SPG49	14	tectonin beta-propeller repeat containing 2	HGNC_protein_coding
9524	TECR	TER|MRT14	19	trans-2,3-enoyl-CoA reductase	HGNC_protein_coding
