Letter,Gene_ID,Gene_Name,GO_ID,GO_Namespace,GO_Name,GOF,a,b,c,d,Pvalue,Adjusted_Pvalue,Enrichment_Score,GO_Level,GO_Children,GSEA_MSigDB,NCBI_Entrez
T,7298,TYMS,GO:0005737,cellular_component,cytoplasm,,7,80,421,29556,0.0002477090777635691,0.0002660578983386483,8.231796609940464,2,5,0,1
E,2132,EXT2,GO:0005794,cellular_component,Golgi apparatus,,1,1,3,30059,0.00026608571174028823,0.00026608571174028823,8.231692076498218,5,1,1,1
E,2131,EXT1,GO:0005794,cellular_component,Golgi apparatus,,1,1,3,30059,0.00026608571174028823,0.00026608571174028823,8.231692076498218,5,1,1,1
L,3920,LAMP2,GO:0005770,cellular_component,late endosome,,1,1,1,30061,0.0001330472815652803,0.0002660945631305606,8.231658811867073,8,1,1,1
A,361,AQP4,GO:0006833,biological_process,water transport,,1,0,7,30056,0.0002660989888151652,0.0002660989888151652,8.23164218000602,5,4,1,2
A,434,ASIP,GO:0043473,biological_process,pigmentation,,1,0,7,30056,0.0002660989888151652,0.0002660989888151652,8.23164218000602,1,4,1,0
N,23310,NCAPD3,GO:0000278,biological_process,mitotic cell cycle,,1,0,4,30059,0.00016631186801380524,0.0002660989888220884,8.231642179980003,3,5,1,0
C,11113,CIT,GO:0000278,biological_process,mitotic cell cycle,,1,0,4,30059,0.00016631186801380524,0.0002660989888220884,8.231642179980003,3,5,1,1
S,10592,SMC2,GO:0000278,biological_process,mitotic cell cycle,,1,0,4,30059,0.00016631186801380524,0.0002660989888220884,8.231642179980003,3,5,1,0
N,51203,NUSAP1,GO:0000278,biological_process,mitotic cell cycle,,1,0,4,30059,0.00016631186801380524,0.0002660989888220884,8.231642179980003,3,5,1,0
G,9837,GINS1,GO:0000278,biological_process,mitotic cell cycle,,1,0,4,30059,0.00016631186801380524,0.0002660989888220884,8.231642179980003,3,5,1,0
C,23332,CLASP1,GO:0000278,biological_process,mitotic cell cycle,,1,0,4,30059,0.00016631186801380524,0.0002660989888220884,8.231642179980003,3,5,1,0
K,11004,KIF2C,GO:0000278,biological_process,mitotic cell cycle,,1,0,4,30059,0.00016631186801380524,0.0002660989888220884,8.231642179980003,3,5,1,0
R,55920,RCC2,GO:0000278,biological_process,mitotic cell cycle,,1,0,4,30059,0.00016631186801380524,0.0002660989888220884,8.231642179980003,3,5,1,0
F,2254,FGF9,GO:0051145,biological_process,smooth muscle cell differentiation,,1,7,0,30056,0.00026609898882809605,0.00026609898882809605,8.231642179957426,5,5,1,0
S,6464,SHC1,GO:0007265,biological_process,Ras protein signal transduction,,1,7,0,30056,0.00026609898882809605,0.00026609898882809605,8.231642179957426,5,8,1,0
G,2934,GSN,GO:0051014,biological_process,actin filament severing,,1,7,0,30056,0.00026609898882809605,0.00026609898882809605,8.231642179957426,3,1,1,1
G,2934,GSN,GO:0005543,molecular_function,phospholipid binding,,1,7,0,30056,0.00026609898882809605,0.00026609898882809605,8.231642179957426,3,9,1,0
A,104,ADARB1,GO:0006382,biological_process,adenosine to inosine editing,,1,7,0,30056,0.00026609898882809605,0.00026609898882809605,8.231642179957426,7,1,1,3
F,2249,FGF4,GO:0070851,molecular_function,growth factor receptor binding,,1,5,0,30058,0.00019957424162107221,0.00026609898882809627,8.231642179957424,4,21,1,0
R,5962,RDX,GO:0030864,cellular_component,cortical actin cytoskeleton,,1,6,0,30057,0.00023283661522458484,0.0002716427177620157,8.211022892754686,7,1,1,0
P,11315,PARK7,GO:0007265,biological_process,Ras protein signal transduction,,1,6,0,30057,0.00023283661522458484,0.0002716427177620157,8.211022892754686,5,8,1,1
S,6513,SLC2A1,GO:0040007,biological_process,growth,,17,22,5530,24495,0.0002582351966366734,0.0002718265227754457,8.210346479052758,1,10,0,0
S,8651,SOCS1,GO:0023052,biological_process,signaling,,5,1,4108,25950,0.0002542659459885644,0.0002724277992734618,8.208136935762864,1,6,0,0
I,3458,IFNG,GO:0001775,biological_process,cell activation,,5,166,92,29801,0.00023717612930370478,0.00027366476458119785,8.20360668757732,2,14,1,0
P,5328,PLAU,GO:0001525,biological_process,angiogenesis,,6,29,753,29276,0.00022053829943057451,0.00027567287428821813,8.196295633283448,3,5,0,0
I,3456,IFNB1,GO:0045087,biological_process,innate immune response,,2,38,16,30008,0.000260544749338318,0.00027682879617196284,8.192111307218596,4,14,1,0
C,999,CDH1,GO:0040007,biological_process,growth,,17,176,5530,24341,0.0002538462134575156,0.0002787330971298211,8.185255875127806,1,10,0,0
R,9475,ROCK2,GO:0032956,biological_process,regulation of actin cytoskeleton organization,,1,7,0,30056,0.00026609898882809605,0.00027940393826950084,8.182852015787994,5,8,0,1
R,9475,ROCK2,GO:0051130,biological_process,positive regulation of cellular component organization,,1,7,0,30056,0.00026609898882809605,0.00027940393826950084,8.182852015787994,5,42,1,0
R,9475,ROCK2,GO:0033043,biological_process,regulation of organelle organization,,1,7,0,30056,0.00026609898882809605,0.00027940393826950084,8.182852015787994,5,24,1,0
O,4968,OGG1,GO:0007568,biological_process,aging,,2,11,51,30000,0.00023490474946296673,0.00028188569935556006,8.17400889062528,2,5,1,0
B,8314,BAP1,GO:0051726,biological_process,regulation of cell cycle,,5,1189,10,28860,0.00021082337634784724,0.00028495906912950783,8.16316500509899,4,7,1,1
M,4172,MCM3,GO:0003678,molecular_function,DNA helicase activity,,1,1,2,30060,0.00019956760309002873,0.00028509657584289814,8.16268257248993,4,6,1,0
L,9113,LATS1,GO:0005634,cellular_component,nucleus,,7,58,580,29419,0.00027279561862404613,0.00028715328276215387,8.155494398498686,5,11,0,0
I,3486,IGFBP3,GO:0005488,molecular_function,binding,,12,32,2565,27455,0.00023996251099036737,0.00028795501318844085,8.152706294236278,1,52,0,0
E,2071,ERCC3,GO:0006366,biological_process,transcription by RNA polymerase II,,1,7,0,30056,0.00026609898882809605,0.0002902898059942866,8.144630802967797,6,7,0,1
N,84504,NKX6-2,GO:0001708,biological_process,cell fate specification,,1,2,2,30059,0.00029934144704666136,0.00029934144704666136,8.113925672751014,3,22,1,0
F,9982,FGFBP1,GO:0017134,molecular_function,fibroblast growth factor binding,,1,2,2,30059,0.00029934144704666136,0.00029934144704666136,8.113925672751014,4,1,1,0
M,5594,MAPK1,GO:0035556,biological_process,intracellular signal transduction,,3,721,3,29337,0.0002634665490514797,0.00030051653251184405,8.110007788824024,3,27,0,1
S,6678,SPARC,GO:0031012,cellular_component,extracellular matrix,,3,15,214,29832,0.00027935223605326636,0.0003008408695958253,8.108929105451065,3,8,1,0
P,10549,PRDX4,GO:0005783,cellular_component,endoplasmic reticulum,,2,4,120,29938,0.00024239878835535843,0.00030299848544419804,8.101782751001398,5,5,1,1
G,2625,GATA3,GO:0005488,molecular_function,binding,,7,10,2570,27477,0.00030300407062211406,0.00030300407062211406,8.10176431814873,1,52,0,0
N,4771,NF2,GO:0030863,cellular_component,cortical cytoskeleton,,3,881,2,29178,0.00024237854221663822,0.0003106541879114659,8.07683020042049,6,3,1,0
L,9113,LATS1,GO:0016310,biological_process,phosphorylation,,13,52,1971,28028,0.0002797836402715348,0.00031087071141281644,8.07613345114996,5,8,0,0
D,23405,DICER1,GO:0016458,biological_process,gene silencing,,2,7,78,29977,0.0002487026459140759,0.0003108783073925949,8.076109016918304,2,3,1,0
K,22914,KLRK1,GO:0016310,biological_process,phosphorylation,,8,19,1976,28061,0.0002531414171357978,0.0003164267714197473,8.058418713072003,5,8,0,0
W,8976,WASL,GO:0003779,molecular_function,actin binding,,1,2,2,30059,0.00029934144704666136,0.0003180502874870777,8.053301050934579,4,2,1,0
C,833,CARS1,GO:0023052,biological_process,signaling,,8,7,4105,25944,0.0003188872553883346,0.0003188872553883346,8.050672949035553,1,6,0,0
P,142,PARP1,GO:0006508,biological_process,proteolysis,,5,239,66,29754,0.00028447992442478246,0.00032003991497788024,8.047064835643303,4,6,1,0
P,5340,PLG,GO:0006508,biological_process,proteolysis,,2,9,69,29984,0.00029830361183631824,0.000321250043516035,8.04329078629638,4,6,1,2
M,4502,MT2A,GO:0046903,biological_process,secretion,,5,24,597,29438,0.00025252079388076977,0.0003213901013027979,8.042854903819663,4,10,0,0
G,2719,GPC3,GO:0008219,biological_process,cell death,,6,28,834,29196,0.0003219821660918158,0.0003219821660918158,8.041014398761686,2,4,0,0
R,85004,RERG,GO:0010467,biological_process,gene expression,,5,11,1211,28837,0.00032282198171260616,0.00032282198171260616,8.038409526883859,4,4,0,0
C,821,CANX,GO:0005783,cellular_component,endoplasmic reticulum,,2,4,120,29938,0.00024239878835535843,0.00032319838447381126,8.037244229863827,5,5,1,8
M,23764,MAFF,GO:0007567,biological_process,parturition,,1,3,1,30059,0.0002660857117445964,0.0003252158699100623,8.031021381019876,3,1,1,1
B,581,BAX,GO:0097345,biological_process,mitochondrial outer membrane permeabilization,,2,129,4,29929,0.0002794168303972637,0.00032598630213014095,8.028655195486051,7,1,1,0
P,10544,PROCR,GO:0023052,biological_process,signaling,,16,30,4097,25921,0.0002450562978723683,0.0003267417304964911,8.026340514130652,1,6,0,0
C,1493,CTLA4,GO:0006955,biological_process,immune response,,5,71,225,29763,0.000298018463150355,0.0003278203094653905,8.023044936693408,2,9,0,1
G,2852,GPER1,GO:0023052,biological_process,signaling,,14,24,4099,25927,0.0002989540398840629,0.0003288494438724692,8.019910529346612,1,6,0,0
T,8626,TP63,GO:0016020,cellular_component,membrane,,6,18,1223,28817,0.0003290612195782041,0.0003290612195782041,8.019266746763916,2,16,0,0
C,970,CD70,GO:0016020,cellular_component,membrane,,6,18,1223,28817,0.0003290612195782041,0.0003290612195782041,8.019266746763916,2,16,0,0
R,6015,RING1,GO:0035102,cellular_component,PRC1 complex,,1,1,4,30058,0.0003326016075821112,0.0003326016075821112,8.008565157837358,4,1,1,2
S,23524,SRRM2,GO:0006397,biological_process,mRNA processing,,1,2,2,30059,0.00029934144704666136,0.00033260160782962373,8.008565157093187,7,7,1,0
L,79727,LIN28A,GO:0022008,biological_process,neurogenesis,,1,1,3,30059,0.00026608571174028823,0.0003326071396753603,8.008548525184008,4,2,1,0
G,9908,G3BP2,GO:0007253,biological_process,cytoplasmic sequestering of NF-kappaB,,1,0,1,30062,6.65247472059465e-05,0.00033262373602973254,8.008498628659414,6,1,0,1
C,1020,CDK5,GO:0006873,biological_process,cellular ion homeostasis,,1,9,0,30054,0.0003326237360351197,0.0003326237360351197,8.008498628643217,4,2,1,0
C,6356,CCL11,GO:0072677,biological_process,eosinophil migration,,1,9,0,30054,0.0003326237360351197,0.0003326237360351197,8.008498628643217,5,2,1,0
C,1588,CYP19A1,GO:0070330,molecular_function,aromatase activity,,1,9,0,30054,0.0003326237360351197,0.0003326237360351197,8.008498628643217,5,1,1,2
P,7849,PAX8,GO:0060429,biological_process,epithelium development,,1,9,0,30054,0.0003326237360351197,0.0003326237360351197,8.008498628643217,4,20,1,0
Z,9839,ZEB2,GO:0060429,biological_process,epithelium development,,1,9,0,30054,0.0003326237360351197,0.0003326237360351197,8.008498628643217,4,20,1,0
C,1020,CDK5,GO:0009611,biological_process,response to wounding,,1,9,0,30054,0.0003326237360351197,0.0003326237360351197,8.008498628643217,3,7,1,0
G,2946,GSTM2,GO:0098754,biological_process,detoxification,,1,0,9,30054,0.00033262373604158374,0.00033262373604158374,8.008498628623784,1,7,1,0
G,2952,GSTT1,GO:0098754,biological_process,detoxification,,1,0,9,30054,0.00033262373604158374,0.00033262373604158374,8.008498628623784,1,7,1,0
P,112476,PRRT2,GO:0016310,biological_process,phosphorylation,,8,20,1976,28060,0.0003340099646425288,0.0003340099646425288,8.004339731173538,5,8,0,0
E,1956,EGFR,GO:0051179,biological_process,localization,,10,1107,706,28241,0.0002849447553635553,0.0003352291239571239,8.00069630781704,1,10,0,0
P,5829,PXN,GO:0016310,biological_process,phosphorylation,,9,25,1975,28055,0.00026995761123414265,0.0003374470140426783,7.994102055405863,5,8,0,0
P,51588,PIAS4,GO:0016363,cellular_component,nuclear matrix,,1,1,3,30059,0.00026608571174028823,0.00033865454221491227,7.99053001968133,2,1,1,0
F,2237,FEN1,GO:0004518,molecular_function,nuclease activity,,1,8,0,30055,0.0002993613624316092,0.0003392762107558237,7.988696001347033,4,5,1,0
E,2202,EFEMP1,GO:0040007,biological_process,growth,,31,59,5516,24458,0.0003109577084359561,0.0003420534792795517,7.980543460964089,1,10,0,0
C,8851,CDK5R1,GO:0000902,biological_process,cell morphogenesis,,1,2,1,30060,0.00019956760307811755,0.0003421158909910587,7.980361015755659,3,4,1,0
L,3908,LAMA2,GO:0007411,biological_process,axon guidance,,1,0,7,30056,0.0002660989888151652,0.00034592868545971477,7.9692779155385285,4,19,0,1
F,2263,FGFR2,GO:0016310,biological_process,phosphorylation,,10,32,1974,28048,0.00032015580228845065,0.0003468354524791549,7.966660090834213,5,8,0,0
C,1031,CDKN2C,GO:0007049,biological_process,cell cycle,,3,1,1347,28713,0.0003492629975525819,0.0003492629975525819,7.9596853449074265,2,2,1,0
Y,4904,YBX1,GO:0023052,biological_process,signaling,,16,237,4097,25714,0.0003029116746326269,0.0003507398337851469,7.955465823620865,1,6,0,0
V,7422,VEGFA,GO:0043542,biological_process,endothelial cell migration,,4,1043,6,29011,0.00025958451707308936,0.00035264311753325345,7.950054010924032,6,3,1,0
C,1000,CDH2,GO:0023052,biological_process,signaling,,12,18,4101,25933,0.00033155953688261263,0.00035366350600812016,7.947164644887401,1,6,0,0
O,4953,ODC1,GO:0004586,molecular_function,ornithine decarboxylase activity,,1,7,0,30056,0.00026609898882809605,0.00035479865177079475,7.943960107505645,5,1,0,1
A,10000,AKT3,GO:0023052,biological_process,signaling,,12,18,4101,25933,0.00033155953688261263,0.0003552423609456564,7.942710294538021,1,6,0,0
C,841,CASP8,GO:0023052,biological_process,signaling,,25,64,4088,25887,0.0003022930788335206,0.0003627516946002247,7.921791994673398,1,6,0,0
B,8314,BAP1,GO:0098687,cellular_component,chromosomal region,,7,1187,26,28844,0.0002641035097691195,0.0003649969854112551,7.915621463563136,2,8,0,0
B,8314,BAP1,GO:0016874,molecular_function,ligase activity,,7,1187,26,28844,0.0002641035097691195,0.0003649969854112551,7.915621463563136,2,12,0,0
C,54862,CC2D1A,GO:0023052,biological_process,signaling,,13,21,4100,25930,0.00031988628041463614,0.0003655843204738699,7.91401360641044,1,6,0,0
A,335,APOA1,GO:0000902,biological_process,cell morphogenesis,,1,2,1,30060,0.00019956760307811755,0.00036587393897654887,7.913221712918031,3,4,1,0
I,54617,INO80,GO:0031011,cellular_component,Ino80 complex,,1,7,0,30056,0.00026609898882809605,0.00036588610963863205,7.913188448838891,4,1,0,2
P,23654,PLXNB2,GO:0016310,biological_process,phosphorylation,,6,10,1978,28070,0.00036875976167995205,0.00036875976167995205,7.905365178308219,5,8,0,0
C,857,CAV1,GO:0005737,cellular_component,cytoplasm,,5,37,423,29599,0.0003149595959945556,0.00037120238099358336,7.89876314275819,2,5,0,0
T,7040,TGFB1,GO:0001837,biological_process,epithelial to mesenchymal transition,,5,403,39,29617,0.00031562231072058814,0.0003722724690550527,7.895884528100726,5,5,1,1
C,8317,CDC7,GO:0007049,biological_process,cell cycle,,3,1,1347,28713,0.0003492629975525819,0.0003725471973894207,7.895146823769855,2,2,1,0
P,10630,PDPN,GO:0042060,biological_process,wound healing,,5,204,77,29778,0.00027351794903810996,0.0003729790214156045,7.893988382755754,4,1,1,0
M,4217,MAP3K5,GO:0023052,biological_process,signaling,,7,5,4106,25946,0.0003753579525297905,0.0003753579525297905,7.887630447198102,1,6,0,0
A,177,AGER,GO:0005488,molecular_function,binding,,9,19,2568,27468,0.00037711847166860165,0.00037711847166860165,7.882951171424139,1,52,0,0
M,4173,MCM4,GO:0003678,molecular_function,DNA helicase activity,,1,2,2,30059,0.00029934144704666136,0.00037916583292577104,7.877536894686783,4,6,1,1
S,6696,SPP1,GO:0048771,biological_process,tissue remodeling,,2,75,9,29978,0.0003508215910284755,0.0003813278163352994,7.871851142449485,2,8,1,0
M,4171,MCM2,GO:0000808,cellular_component,origin recognition complex,,1,4,1,30058,0.0003326016075842341,0.0003824918487218692,7.868803215455817,2,2,1,0
B,581,BAX,GO:0008219,biological_process,cell death,,12,119,828,29105,0.0003185736274433306,0.0003844854124316059,7.863604708797823,2,4,0,0
T,7157,TP53,GO:0003677,molecular_function,DNA binding,,10,1048,67,28939,0.00036135709706494227,0.0003914701884870208,7.8456011923369005,4,15,0,2
S,6390,SDHB,GO:0016049,biological_process,cell growth,,5,13,1081,28965,0.00035242292702645524,0.0003915810300293947,7.845318090694267,2,6,0,0
I,3586,IL10,GO:0007568,biological_process,aging,,3,76,50,29935,0.0003721367026268116,0.0003922522000660988,7.843605557530409,2,5,1,0
C,54205,CYCS,GO:0005739,cellular_component,mitochondrion,,2,57,11,29994,0.00029124404411250306,0.0003940360596816218,7.839068130819653,5,1,1,2
N,4846,NOS3,GO:0042311,biological_process,vasodilation,,1,5,1,30057,0.00039911529053912554,0.00039911529053912554,7.826260234092439,6,8,1,2
H,164045,HFM1,GO:0007059,biological_process,chromosome segregation,,1,0,9,30054,0.00033262373604158374,0.0003991484832499005,7.826177071829829,2,1,1,0
B,8314,BAP1,GO:0009293,biological_process,transduction,,19,1175,175,28695,0.0002837824425302887,0.0004012096601290288,7.821026424078059,4,1,0,0
C,81620,CDT1,GO:0006260,biological_process,DNA replication,,2,11,63,29988,0.0003535369928782087,0.00040404227757509563,7.81399103801518,5,2,1,0
N,4780,NFE2L2,GO:0016049,biological_process,cell growth,,10,65,1076,28913,0.00035761340495394343,0.0004140786794203555,7.789454555286515,2,6,0,0
P,5524,PTPA,GO:0016311,biological_process,dephosphorylation,,2,9,82,29971,0.00041738089032709836,0.00041738089032709836,7.781511347006752,5,8,1,0
E,2035,EPB41,GO:0003779,molecular_function,actin binding,,1,3,2,30058,0.00039910865292926487,0.00041906408557572806,7.777486700869536,4,2,1,0
S,4088,SMAD3,GO:0016477,biological_process,cell migration,,5,35,466,29558,0.00038685730685519045,0.000422026152932935,7.7704432720738295,3,34,0,0
E,1938,EEF2,GO:0008219,biological_process,cell death,,5,18,835,29206,0.0003724429072312185,0.0004221019615287143,7.770263658115511,2,4,0,0
A,51761,ATP8A2,GO:0005886,cellular_component,plasma membrane,,3,18,190,29853,0.0003181224910761064,0.0004241633214348085,7.765391984836507,3,3,0,1
B,8314,BAP1,GO:0016570,biological_process,histone modification,,5,1189,11,28859,0.00029664270749281705,0.0004242680583908895,7.765145089308822,6,12,0,0
B,672,BRCA1,GO:0006302,biological_process,double-strand break repair,,4,155,60,29845,0.00037391150535463,0.0004246896110200736,7.764151982870138,6,5,0,3
A,283,ANG,GO:0001525,biological_process,angiogenesis,,5,21,754,29284,0.0004285317957905689,0.0004285317957905689,7.755145620134227,3,5,0,1
A,6795,AURKC,GO:0051225,biological_process,spindle assembly,,1,0,12,30051,0.00043241085685134366,0.00043241085685134366,7.746134364162572,4,4,1,0
E,2056,EPO,GO:0005488,molecular_function,binding,,5,4,2572,27483,0.00043261200850668697,0.00043261200850668697,7.7456692859154535,1,52,0,0
K,7403,KDM6A,GO:0000785,cellular_component,chromatin,,3,16,217,29828,0.00034349759238320006,0.00043717875394225464,7.735168398583199,2,5,1,0
F,8772,FADD,GO:0023052,biological_process,signaling,,7,5,4106,25946,0.0003753579525297905,0.0004379176112847556,7.733479767370844,1,6,0,0
M,4162,MCAM,GO:0016020,cellular_component,membrane,,7,27,1222,28808,0.000382583512529073,0.0004414425144566227,7.725462751478939,2,16,0,0
M,8569,MKNK1,GO:0016310,biological_process,phosphorylation,,6,10,1978,28070,0.00036875976167995205,0.0004425117140159425,7.723043621514264,5,8,0,0
G,2796,GNRH1,GO:0000003,biological_process,reproduction,,1,3,2,30058,0.00039910865292926487,0.0004434540588102943,7.720916349381142,1,5,1,1
I,10989,IMMT,GO:0005743,cellular_component,mitochondrial inner membrane,,1,1,4,30058,0.0003326016075821112,0.00044346881010948164,7.720883085385577,5,1,0,2
N,23636,NUP62,GO:0007265,biological_process,Ras protein signal transduction,,1,11,0,30052,0.0003991484832421452,0.0004434983147134947,7.720816556191432,5,8,1,0
C,1464,CSPG4,GO:0040007,biological_process,growth,,41,90,5506,24427,0.00039720402956723165,0.0004439339153986707,7.719834845801884,1,10,0,0
I,55600,ITLN1,GO:0005737,cellular_component,cytoplasm,,5,39,423,29597,0.0003928329228196409,0.0004452106458622597,7.716963026310016,2,5,0,0
R,6169,RPL38,GO:0042255,biological_process,ribosome assembly,,1,2,2,30059,0.00029934144704666136,0.00044901217056999204,7.7084605646428495,6,2,1,0
A,27161,AGO2,GO:0016442,cellular_component,RISC complex,,1,11,0,30052,0.0003991484832421452,0.00044904204364741335,7.708394036192875,4,1,0,1
P,5296,PIK3R2,GO:0023052,biological_process,signaling,,9,10,4104,25941,0.0004186219049326811,0.0004508235899275027,7.704434448136041,1,6,0,0
C,842,CASP9,GO:0009293,biological_process,transduction,,5,91,189,29779,0.00040377794603236537,0.00045425018928641105,7.69686243398712,4,1,0,0
S,6711,SPTBN1,GO:0003779,molecular_function,actin binding,,1,3,2,30058,0.00039910865292926487,0.0004561241747763027,7.692745472414445,4,2,1,0
E,10919,EHMT2,GO:0032259,biological_process,methylation,,2,0,645,29417,0.00046244247732236374,0.00046244247732236374,7.678988382103853,2,1,1,0
N,4771,NF2,GO:0098687,cellular_component,chromosomal region,,6,878,27,29153,0.0003567629209679417,0.00046379179725832426,7.676074819245071,2,8,0,0
S,23512,SUZ12,GO:0003682,molecular_function,chromatin binding,,1,6,1,30056,0.0004656267607217481,0.0004656267607217481,7.672126187421765,2,4,1,0
L,51631,LUC7L2,GO:0005685,cellular_component,U1 snRNP,,1,1,6,30056,0.00046562676074045215,0.00046562676074045215,7.672126187381595,5,1,1,1
P,80310,PDGFD,GO:0060326,biological_process,cell chemotaxis,,1,11,0,30052,0.0003991484832421452,0.00046567323044916935,7.672026392022,4,14,1,0
G,3004,GZMM,GO:0005515,molecular_function,protein binding,,1,0,13,30050,0.00046567323045278706,0.00046567323045278706,7.6720263920142315,2,110,0,2
T,83741,TFAP2D,GO:0005515,molecular_function,protein binding,,1,0,13,30050,0.00046567323045278706,0.00046567323045278706,7.6720263920142315,2,110,0,1
B,640,BLK,GO:0005515,molecular_function,protein binding,,1,0,13,30050,0.00046567323045278706,0.00046567323045278706,7.6720263920142315,2,110,0,10
C,29126,CD274,GO:0042110,biological_process,T cell activation,,6,327,80,29651,0.00039442073761289305,0.00046613359899705544,7.671038271800521,4,6,1,0
P,5747,PTK2,GO:0019900,molecular_function,kinase binding,,2,579,0,29483,0.00037284218662260443,0.0004682204204097823,7.6665713891430896,4,2,1,0
C,50509,COL5A3,GO:0008201,molecular_function,heparin binding,,1,1,5,30057,0.00039911529055648037,0.00047394940753582045,7.654409977122297,3,1,1,0
I,3605,IL17A,GO:0023052,biological_process,signaling,,12,19,4101,25932,0.00047401335148882125,0.00047401335148882125,7.654275068967965,1,6,0,0
S,6573,SLC19A1,GO:0016020,cellular_component,membrane,,8,37,1221,28798,0.0004268031449901581,0.00047422571665573117,7.653827154138056,2,16,0,0
P,5558,PRIM2,GO:0000278,biological_process,mitotic cell cycle,,1,1,4,30058,0.0003326016075821112,0.0004751451536887303,7.651890213898626,3,5,1,0
H,3054,HCFC1,GO:0007049,biological_process,cell cycle,,13,80,1337,28634,0.00026138810987188236,0.00047525110885796794,7.651667243388635,2,2,1,0
S,4087,SMAD2,GO:0023052,biological_process,signaling,,11,16,4102,25935,0.00048587681548477015,0.00048587681548477015,7.629555432272456,1,6,0,0
M,10232,MSLN,GO:0072537,biological_process,fibroblast activation,,9,1232,46,28777,0.0003877576860646714,0.0004886809194239694,7.623800797986358,3,1,0,0
E,1956,EGFR,GO:0016049,biological_process,cell growth,,20,1097,1066,27881,0.0004095882726166764,0.0004890606240199122,7.623024100672887,2,6,1,0
R,10111,RAD50,GO:0006281,biological_process,DNA repair,,3,10,362,29689,0.0004637372409687925,0.0004927208185293421,7.615567835340434,5,15,1,1
B,9564,BCAR1,GO:0005925,cellular_component,focal adhesion,,3,14,269,29778,0.0004534031100137415,0.0004987434210151156,7.603418780794339,5,1,0,1
M,407037,MIR320A,GO:0005488,molecular_function,binding,,8,15,2569,27472,0.0004364248515462268,0.0004987712589099735,7.603362966287695,1,52,0,0
P,5693,PSMB5,GO:0000502,cellular_component,proteasome complex,,1,4,2,30057,0.0004988692209185138,0.0004988692209185138,7.603166578889958,3,3,0,1
P,5707,PSMD1,GO:0000502,cellular_component,proteasome complex,,1,4,2,30057,0.0004988692209185138,0.0004988692209185138,7.603166578889958,3,3,0,1
R,6045,RNF2,GO:0016574,biological_process,histone ubiquitination,,1,4,2,30057,0.0004988692209185138,0.0004988692209185138,7.603166578889958,7,4,1,0
D,1763,DNA2,GO:0000278,biological_process,mitotic cell cycle,,1,1,4,30058,0.0003326016075821112,0.0004989024113731668,7.603100049729194,3,5,1,0
C,55165,CEP55,GO:0000278,biological_process,mitotic cell cycle,,1,1,4,30058,0.0003326016075821112,0.0004989024113731668,7.603100049729194,3,5,1,0
E,9700,ESPL1,GO:0000278,biological_process,mitotic cell cycle,,1,1,4,30058,0.0003326016075821112,0.0004989024113731668,7.603100049729194,3,5,1,0
A,9509,ADAMTS2,GO:0008237,molecular_function,metallopeptidase activity,,1,1,2,30060,0.00019956760309002873,0.0004989190077250718,7.603066784554507,4,3,1,1
A,134,ADORA1,GO:0045202,cellular_component,synapse,,1,0,14,30049,0.000498935604034069,0.000498935604034069,7.603033520572353,3,16,1,0
P,80380,PDCD1LG2,GO:0042110,biological_process,T cell activation,,2,9,84,29969,0.0004374406965646785,0.0004999322246453468,7.601038019439216,4,6,1,0
E,1948,EFNB2,GO:0005488,molecular_function,binding,,12,35,2565,27452,0.0004670375449513269,0.0005003973695907074,7.600108035998629,1,52,0,0
N,4771,NF2,GO:0008219,biological_process,cell death,,9,875,831,28349,0.00038184597253114764,0.0005035939637729629,7.593740242019684,2,4,0,0
G,2885,GRB2,GO:0007265,biological_process,Ras protein signal transduction,,1,13,0,30050,0.00046567323044916886,0.0005044793329865996,7.591983684348465,5,8,1,1
F,2246,FGF1,GO:0070851,molecular_function,growth factor receptor binding,,1,13,0,30050,0.00046567323044916886,0.0005080071604900024,7.585015015032372,4,21,1,0
I,3480,IGF1R,GO:0009293,biological_process,transduction,,6,146,188,29724,0.0004748604690088534,0.0005113881973941498,7.578381574383778,4,1,0,0
N,4831,NME2,GO:0007155,biological_process,cell adhesion,,2,1,359,29702,0.0004279376344632316,0.0005135251613558779,7.5742115300767745,2,7,0,1
I,3567,IL5,GO:0016049,biological_process,cell growth,,5,14,1081,28964,0.00046412002592533365,0.0005156889176948151,7.5700068469679875,2,6,0,0
G,2720,GLB1,GO:0015925,molecular_function,galactosidase activity,,1,12,0,30051,0.00043241085684565805,0.0005188930282147896,7.563812807381765,5,8,1,0
N,9611,NCOR1,GO:0000785,cellular_component,chromatin,,2,3,218,29841,0.0005253846736349146,0.0005253846736349146,7.551379851989255,2,5,1,2
S,8991,SELENBP1,GO:0005488,molecular_function,binding,,5,4,2572,27483,0.00043261200850668697,0.0005287480103970619,7.544998590453302,1,52,0,0
P,5715,PSMD9,GO:0007049,biological_process,cell cycle,,4,5,1346,28709,0.00042531185507875704,0.0005316398188484463,7.539544330152216,2,2,1,0
E,2043,EPHA4,GO:0030424,cellular_component,axon,,1,3,3,30057,0.0005321183187313064,0.0005321183187313064,7.538644689720376,5,6,1,0
Y,7525,YES1,GO:0070848,biological_process,response to growth factor,,1,3,3,30057,0.0005321183187313064,0.0005321183187313064,7.538644689720376,4,9,1,0
A,65057,ACD,GO:0070187,cellular_component,shelterin complex,,1,1,7,30055,0.0005321360179331151,0.0005321360179331151,7.538611428494745,4,1,1,1
